"","clusters","jefe","desemp","size","tparcial","multiemp","privado","publico","cpsl","cpcl","profytec","oficina","manual","indust","comercio","sfinan","sperson","subemp","precario","ingreso"
"1","1",49.9948571428571,10.6870476190476,36.4366666666667,14.6781904761905,8.07466666666667,55.8809523809524,17.0346666666667,8.29514285714286,12.9613333333333,10.3880952380952,17.1167619047619,30.978380952381,16.6792380952381,20.9655238095238,7.97857142857143,9.4547619047619,7.646,15.8984761904762,2.77561904761905
"2","2",72.4470731707317,3.16560975609756,31.8865853658537,18.1756097560976,29.2578048780488,35.9226829268293,29.1158536585366,4.00268292682927,18.4336585365854,48.5317073170732,12.3287804878049,9.77439024390244,10.3939024390244,12.2073170731707,14.490243902439,3.89487804878049,5.63756097560976,6.15878048780488,6.03512195121951
"3","3",33.8828571428571,5.58833333333333,46.3135714285714,37.5157142857143,14.425,39.4842857142857,27.7014285714286,4.00142857142857,20.2938095238095,32.3088095238095,12.7133333333333,9.46404761904762,11.347380952381,15.8440476190476,4.73738095238095,19.7792857142857,5.20380952380952,10.772619047619,3.27309523809524
"4","4",44.8329069767442,11.7926744186047,51.6347674418605,33.9096511627907,9.905,50.2281395348837,18.013023255814,8.75930232558139,16.9363953488372,15.0651162790698,13.1153488372093,21.936511627907,13.5904651162791,18.0498837209302,1.8606976744186,12.3002325581395,15.2176744186047,34.4673255813954,2.36383720930233
"5","5",35.4213461538462,15.3907692307692,51.0225,26.3859615384615,5.84615384615385,64.4669230769231,10.4828846153846,10.0321153846154,11.8057692307692,4.64057692307692,5.3675,33.4876923076923,16.0546153846154,20.2505769230769,0.953653846153846,19.7101923076923,10.3303846153846,53.8080769230769,1.56
"6","6",11.0032352941176,27.7208823529412,42.4794117647059,64.4714705882353,7.54529411764706,67.1767647058823,15.3873529411765,5.73705882352941,9.26705882352941,22.205,18.4014705882353,11.3791176470588,11.6908823529412,21.2944117647059,3.02352941176471,6.25,15.4773529411765,49.3526470588235,1.82617647058824
