"." 	"history" 	"Freq" 	"Rcuad" 	"psF" 	"psT"
"82" 	71 	-105 	6 	0.944656155411639 	63.6202842593372 	3.60825701584257
"83" 	80 	67 	19 	0.941982637674853 	64.1717252458735 	6.10876817426974
"84" 	66 	-53 	6 	0.939238048454475 	64.9222038326601 	3.67618731449914
"85" 	73 	-15 	10 	0.936477443845935 	65.9530190171592 	5.21080686036185
"86" 	72 	48 	9 	0.933684218531397 	67.2680862981788 	4.19269259417536
"87" 	79 	65 	8 	0.930593095654352 	68.616329511253 	4.10907385201347
"88" 	-58 	-96 	2 	0.927463671036287 	70.3240743442016 	NA
"89" 	77 	81 	9 	0.923432523251363 	71.5582281662297 	3.61470945642188
"90" 	70 	82 	8 	0.919239217194939 	73.1715909929417 	3.74581377279473
"91" 	74 	68 	16 	0.913833336252159 	74.2379137770134 	10.7424131676757
"92" 	87 	78 	11 	0.90822308164715 	75.8692245384728 	5.11856540088492
"93" 	86 	60 	13 	0.902086248120925 	77.8923189265373 	7.30971397632206
"94" 	90 	47 	12 	0.894737591778307 	79.9006359896559 	6.12874016842226
"95" 	84 	85 	16 	0.88667014103128 	82.5845546643732 	8.87242505470776
"96" 	89 	69 	14 	0.873387472526222 	82.7773513366225 	10.6748002155634
"97" 	96 	88 	16 	0.852180590161362 	79.8865872272182 	9.47227872962819
"98" 	95 	93 	29 	0.82769454525141 	78.4595642981736 	18.2786788905771
"99" 	94 	92 	23 	0.794789657527248 	76.6863649727061 	19.8484498156458
"100" 	83 	91 	35 	0.761131313328786 	79.6600136183222 	49.2240674344837
"101" 	98 	97 	45 	0.718494504696978 	85.9283935662666 	16.1951413208995
"102" 	100 	75 	37 	0.630777098833133 	87.1279434152732 	52.9839505254303
"103" 	101 	102 	82 	0.428000062266126 	77.06994967178 	53.8041243436455
"104" 	99 	103 	105 	0 	NA 	77.0699496717799
