id;gen;plan;cred1;cred1y2;cred1.2y3;cred1234;nac_lug;otros_univ;ocup_rel;sit_labNT;horas;sexto;edad;edad_t;Xfem;Xhijos;Xocup;XeduP;XeduM;XocuP;XocuM;tratamiento;inst;EDA;MC.EDA;carr04;carr11;carr12;carr14;fecing4;fecing11;fecing12;fecing14;fecingEDA;julio;EDAoMCEDA;Xnac_lug;Xhoras;XeduM_num;XeduP_num;Xedu_H;Xsexto;cred1_prop;cred1_2012;cred1y2_prop;cred1y2_2012;cred1.2y3_prop;cred1.2y3_2012;cred1234_prop;cred1234_2012
223;2012;3. Plan 12   ;90;110;140;190;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;19;t17.19;0;0;0;1;2;Asalariado;Cuenta propia;1;57;0;0;0;0;1;0;NA;NA;16/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;1;2;Montevideo Privada;1;90;0.611111111111111;110;0.518518518518518;140;0.527777777777778;190
224;2012;3. Plan 12   ;60;120;170;220;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;18;t17.19;0;0;0;1;3;No trabaja;Asalariado;1;68;0;0;0;0;1;0;NA;NA;15/2/2012;NA;NA;0;0;Montevideo;No trabaja;3;1;3;Montevideo Publica;0.666666666666667;60;0.666666666666667;120;0.62962962962963;170;0.611111111111111;220
225;2012;3. Plan 12   ;20;30;30;60;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Privada;18;t17.19;0;0;0;1;1;Asalariado;Asalariado;1;15;0;0;0;0;1;0;NA;NA;5/3/2012;NA;NA;0;0;Montevideo;No trabaja;1;1;1;Montevideo Privada;0.222222222222222;20;0.166666666666667;30;0.111111111111111;30;0.166666666666667;60
226;2012;3. Plan 12   ;90;160;220;250;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;1;2;Dirección;Dirección;1;318;0;0;0;1;1;0;NA;7/2/2012;7/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;1;2;Montevideo Privada;1;90;0.888888888888889;160;0.814814814814815;220;0.694444444444444;250
228;2013;3. Plan 12   ;0;0;0;0;Montevideo;No posee;No está relacionada;No corresponde;Trabaja más de 40 hrs semanales;Montevideo Publica;26;t23.26;1;0;1;2;3;Dirección;Asalariado;1;62;0;0;0;0;1;0;NA;NA;4/3/2013;NA;NA;0;0;Montevideo;Trabaja mas de 30 horas;3;2;3;Montevideo Publica;0;0;0;0;0;0;0;0
229;2012;3. Plan 12   ;40;40;40;40;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;2;Asalariado;Asalariado;1;43;0;0;0;0;1;0;NA;NA;16/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.444444444444444;40;0.222222222222222;40;0.148148148148148;40;0.111111111111111;40
230;2012;3. Plan 12   ;50;50;60;70;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;1;2;Asalariado;Cuenta propia;1;16;0;0;0;0;1;0;NA;NA;8/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;1;2;Montevideo Privada;0.555555555555556;50;0.277777777777778;50;0.222222222222222;60;0.194444444444444;70
231;2012;3. Plan 12   ;50;90;130;160;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;2;Dirección;Asalariado;1;204;0;0;0;0;1;0;NA;NA;5/3/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.555555555555556;50;0.5;90;0.481481481481481;130;0.444444444444444;160
232;2013;3. Plan 12   ;20;20;50;50;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;19;t17.19;1;0;0;1;1;Sin dato;Sin dato;1;1;0;0;0;0;1;0;NA;NA;15/2/2013;NA;NA;0;0;Montevideo;No trabaja;1;1;1;Montevideo Publica;0.222222222222222;20;0.111111111111111;20;0.185185185185185;50;0.138888888888889;50
233;2012;3. Plan 12   ;90;170;245;320;Paysandú;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;2;Asalariado;Asalariado;1;144;0;0;0;1;1;1;NA;7/2/2012;7/2/2012;7/2/2012;NA;0;0;Interior;No trabaja;2;1;2;Interior Publica;1;90;0.944444444444444;170;0.907407407407407;245;0.888888888888889;320
235;2013;3. Plan 12   ;0;0;0;0;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;19;t17.19;0;0;0;3;3;Asalariado;Asalariado;1;69;0;0;0;0;1;0;NA;NA;6/3/2013;NA;NA;0;0;Montevideo;No trabaja;3;3;3;Montevideo Publica;0;0;0;0;0;0;0;0
236;2012;3. Plan 12   ;80;90;90;90;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;2;Dirección;Asalariado;1;15;0;0;0;0;1;0;NA;NA;8/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.888888888888889;80;0.5;90;0.333333333333333;90;0.25;90
237;2012;3. Plan 12   ;90;160;210;260;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;18;t17.19;1;0;0;3;3;Dirección;Dirección;1;83;0;0;0;0;1;0;NA;NA;8/2/2012;NA;NA;0;0;Montevideo;No trabaja;3;3;3;Montevideo Publica;1;90;0.888888888888889;160;0.777777777777778;210;0.722222222222222;260
239;2013;3. Plan 12   ;0;0;0;0;Montevideo;No posee;No corresponde;Trabajó y busca trabajo;No corresponde;Montevideo Publica;19;t17.19;1;0;0;2;2;Sin dato;Asalariado;1;85;0;0;0;0;1;0;NA;NA;15/2/2013;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Publica;0;0;0;0;0;0;0;0
240;2013;3. Plan 12   ;40;50;80;110;Montevideo;No posee;No corresponde;Trabajó y no busca trabajo;No corresponde;Montevideo Publica;19;t17.19;0;0;0;1;3;Asalariado;Asalariado;1;73;0;0;0;1;1;0;NA;5/2/2013;5/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;1;3;Montevideo Publica;0.444444444444444;40;0.277777777777778;50;0.296296296296296;80;0.305555555555556;110
241;2012;3. Plan 12   ;90;140;180;250;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;2;Asalariado;Asalariado;1;16;0;0;0;0;1;0;NA;NA;16/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;1;90;0.777777777777778;140;0.666666666666667;180;0.694444444444444;250
242;2012;3. Plan 12   ;90;180;255;360;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;2;Dirección;Asalariado;1;204;0;0;0;1;1;1;NA;7/2/2012;7/2/2012;19/8/2015;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;1;90;1;180;0.944444444444444;255;1;360
243;2012;3. Plan 12   ;0;0;0;0;Montevideo;No posee;No corresponde;Trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;3;1;Sin dato;Asalariado;1;403;0;0;0;0;1;0;NA;NA;16/2/2012;NA;NA;0;0;Montevideo;No trabaja;1;3;3;Montevideo Privada;0;0;0;0;0;0;0;0
